X,Y,R,G,B
74,26,63,61,64
74,27,58,56,59
74,28,54,52,55
74,29,55,53,56
74,30,56,54,57
74,31,57,55,58
74,32,46,46,48
74,33,44,44,46
74,34,49,49,51
74,35,53,53,55
74,36,51,51,53
74,37,59,59,61
74,38,77,75,78
74,39,88,86,89
74,40,72,70,73
74,41,75,70,74
74,42,76,71,75
74,43,75,70,74
74,44,74,69,73
74,45,74,68,72
74,46,75,69,73
74,47,76,70,74
74,48,81,70,76
74,49,81,70,76
74,50,81,70,76
74,51,80,69,75
74,52,79,68,74
74,53,79,68,74
74,54,79,68,74
74,55,78,67,73
74,56,82,71,77
74,57,82,71,77
74,58,82,71,77
74,59,82,71,77
74,60,82,71,77
74,61,82,71,77
74,62,82,71,77
74,63,82,71,77
74,64,80,67,74
74,65,80,67,74
74,66,80,67,74
74,67,80,67,74
74,68,81,68,75
74,69,81,68,75
74,70,82,69,76
74,71,82,69,76
74,72,87,74,81
74,73,87,74,81
74,74,88,75,82
74,75,89,76,83
74,76,91,78,85
74,77,93,80,87
74,78,95,82,89
74,79,96,83,90
74,80,96,84,88
74,81,96,84,88
74,82,95,83,87
74,83,93,81,85
74,84,91,79,83
74,85,88,76,80
74,86,86,74,78
74,87,85,73,77
74,88,86,74,78
74,89,88,76,80
74,90,88,76,80
74,91,84,72,76
74,92,82,70,74
74,93,85,73,77
74,94,88,76,80
74,95,88,76,80
74,96,83,72,76
74,97,83,72,76
74,98,84,73,77
74,99,84,73,77
74,100,85,74,78
74,101,85,74,78
74,102,85,74,78
74,103,85,74,78
74,104,85,74,78
74,105,85,74,78
74,106,84,73,77
74,107,82,71,75
74,108,81,70,74
74,109,79,68,72
74,110,78,67,71
74,111,78,67,71
74,112,78,67,71
74,113,77,66,70
74,114,76,65,69
74,115,76,65,69
74,116,76,65,69
74,117,76,65,69
74,118,77,66,70
74,119,78,67,71
74,120,74,63,67
74,121,74,63,67
74,122,75,64,68
74,123,75,64,68
74,124,75,64,68
74,125,74,63,67
74,126,74,63,67
74,127,73,62,66
74,128,70,64,66
74,129,70,64,66
74,130,70,64,66
74,131,69,63,65
74,132,69,63,65
74,133,69,63,65
74,134,69,63,65
74,135,69,63,65
74,136,70,64,66
74,137,70,64,66
74,138,70,64,66
74,139,70,64,66
74,140,70,64,66
74,141,70,64,66
74,142,70,64,66
74,143,70,64,66
74,144,74,68,70
74,145,70,64,66
74,146,67,61,63
74,147,66,60,62
74,148,69,63,65
74,149,70,64,66
74,150,68,62,64
74,151,66,60,62
74,152,67,61,63
74,153,67,61,63
74,154,67,61,63
74,155,66,60,62
74,156,66,60,62
74,157,66,60,62
74,158,66,60,62
74,159,66,60,62
74,160,65,56,59
74,161,68,59,62
74,162,70,61,64
74,163,69,60,63
74,164,67,58,61
74,165,65,56,59
74,166,64,55,58
74,167,64,55,58
74,168,67,58,61
74,169,70,61,64
74,170,71,62,65
74,171,69,60,63
74,172,69,60,63
74,173,71,62,65
74,174,70,61,64
74,175,67,58,61
74,176,66,57,60
74,177,68,59,62
74,178,69,60,63
74,179,69,60,63
74,180,67,58,61
74,181,66,57,60
74,182,66,57,60
74,183,67,58,61
74,184,65,56,59
74,185,65,56,59
74,186,66,57,60
74,187,66,57,60
74,188,66,57,60
74,189,66,57,60
74,190,67,58,61
74,191,67,58,61
74,192,67,57,58
74,193,67,57,58
74,194,67,57,58
74,195,68,58,59
74,196,68,58,59
74,197,68,58,59
74,198,69,59,60
74,199,69,59,60
74,200,69,59,60
74,201,70,60,61
74,202,72,62,63
74,203,74,64,65
74,204,76,66,67
74,205,76,66,67
74,206,77,67,68
74,207,77,67,68
74,208,75,65,64
74,209,76,66,65
74,210,76,66,65
74,211,73,63,62
74,212,72,62,61
74,213,74,64,63
74,214,73,63,62
74,215,70,60,59
74,216,71,61,60
74,217,72,62,61
74,218,72,62,61
74,219,73,63,62
74,220,73,63,62
74,221,73,63,62
74,222,72,62,61
74,223,71,61,60
74,224,72,62,61
74,225,68,58,59
74,226,71,59,61
74,227,71,59,63
74,228,65,54,60
74,229,66,57,62
74,230,66,64,69
74,231,64,65,67
74,232,55,61,59
74,233,48,54,50
74,234,230,233,226
74,235,246,239,231
74,236,255,251,243
74,237,96,67,59
74,238,82,44,35
74,239,76,33,26
74,240,88,36,15
74,241,88,36,15
74,242,88,36,15
74,243,88,36,15
75,0,101,58,42
75,1,96,50,35
75,2,93,47,34
75,3,99,52,42
75,4,101,57,48
75,5,96,51,45
75,6,87,43,40
75,7,79,39,37
75,8,73,37,37
75,9,72,42,42
75,10,71,46,49
75,11,69,50,52
75,12,68,56,58
75,13,67,61,63
75,14,63,61,64
75,15,57,57,59
75,16,61,59,62
75,17,64,62,65
75,18,68,66,69
75,19,71,69,72
75,20,71,69,72
75,21,71,69,72
75,22,69,67,70
75,23,68,66,69
75,24,63,61,64
75,25,65,63,66
75,26,64,62,65
75,27,59,57,60
75,28,56,54,57
75,29,59,57,60
75,30,61,59,62
75,31,62,60,63
75,32,48,48,50
75,33,45,45,47
75,34,47,47,49
75,35,47,47,49
75,36,44,44,46
75,37,53,53,55
75,38,70,68,71
75,39,78,76,79
75,40,72,70,73
75,41,76,71,75
75,42,77,72,76
75,43,76,71,75
75,44,75,70,74
75,45,76,70,74
75,46,77,71,75
75,47,79,73,77
75,48,82,71,77
75,49,81,70,76
75,50,81,70,76
75,51,80,69,75
75,52,79,68,74
75,53,79,68,74
75,54,78,67,73
75,55,78,67,73
75,56,81,70,76
75,57,81,70,76
75,58,82,71,77
75,59,82,71,77
75,60,82,71,77
75,61,82,71,77
75,62,83,72,78
75,63,83,72,78
75,64,81,68,75
75,65,80,67,74
75,66,80,67,74
75,67,79,66,73
75,68,79,66,73
75,69,79,66,73
75,70,80,67,74
75,71,80,67,74
75,72,82,69,76
75,73,82,69,76
75,74,82,69,76
75,75,82,69,76
75,76,84,71,78
75,77,87,74,81
75,78,89,76,83
75,79,91,78,85
75,80,94,82,86
75,81,95,83,87
75,82,95,83,87
75,83,96,84,88
75,84,95,83,87
75,85,93,81,85
75,86,90,78,82
75,87,89,77,81
75,88,89,77,81
75,89,91,79,83
75,90,89,77,81
75,91,84,72,76
75,92,83,71,75
75,93,86,74,78
75,94,89,77,81
75,95,89,77,81
75,96,85,74,78
75,97,85,74,78
75,98,84,73,77
75,99,84,73,77
75,100,84,73,77
75,101,84,73,77
75,102,84,73,77
75,103,85,74,78
75,104,86,75,79
75,105,86,75,79
75,106,85,74,78
75,107,84,73,77
75,108,83,72,76
75,109,81,70,74
75,110,80,69,73
75,111,80,69,73
75,112,80,69,73
75,113,79,68,72
75,114,79,68,72
75,115,79,68,72
75,116,79,68,72
75,117,79,68,72
75,118,79,68,72
75,119,80,69,73
75,120,76,65,69
75,121,76,65,69
75,122,76,65,69
75,123,77,66,70
75,124,77,66,70
75,125,77,66,70
75,126,77,66,70
75,127,77,66,70
75,128,74,68,70
75,129,73,67,69
75,130,73,67,69
75,131,73,67,69
75,132,73,67,69
75,133,72,66,68
75,134,72,66,68
75,135,72,66,68
75,136,75,69,71
75,137,74,68,70
75,138,74,68,70
75,139,74,68,70
75,140,74,68,70
75,141,73,67,69
75,142,73,67,69
75,143,73,67,69
75,144,78,72,74
75,145,75,69,71
75,146,72,66,68
75,147,71,65,67
75,148,72,66,68
75,149,72,66,68
75,150,71,65,67
75,151,70,64,66
75,152,73,67,69
75,153,73,67,69
75,154,72,66,68
75,155,72,66,68
75,156,71,65,67
75,157,70,64,66
75,158,70,64,66
75,159,70,64,66
75,160,68,59,62
75,161,70,61,64
75,162,73,64,67
75,163,74,65,68
75,164,73,64,67
75,165,70,61,64
75,166,68,59,62
75,167,66,57,60
75,168,70,61,64
75,169,73,64,67
75,170,74,65,68
75,171,73,64,67
75,172,73,64,67
75,173,75,66,69
75,174,74,65,68
75,175,71,62,65
75,176,70,61,64
75,177,71,62,65
75,178,72,63,66
75,179,72,63,66
75,180,70,61,64
75,181,70,61,64
75,182,70,61,64
75,183,71,62,65
75,184,71,62,65
75,185,71,62,65
75,186,71,62,65
75,187,71,62,65
75,188,71,62,65
75,189,72,63,66
75,190,72,63,66
75,191,72,63,66
75,192,72,62,63
75,193,71,61,62
75,194,71,61,62
75,195,71,61,62
75,196,70,60,61
75,197,70,60,61
75,198,70,60,61
75,199,70,60,61
75,200,68,58,59
75,201,70,60,61
75,202,73,63,64
75,203,75,65,66
75,204,77,67,68
75,205,76,66,67
75,206,75,65,66
75,207,74,64,65
75,208,75,65,64
75,209,76,66,65
75,210,75,65,64
75,211,74,64,63
75,212,73,63,62
75,213,73,63,62
75,214,72,62,61
75,215,71,61,60
75,216,71,61,60
75,217,72,62,61
75,218,72,62,61
75,219,73,63,62
75,220,73,63,62
75,221,73,63,62
75,222,73,63,62
75,223,73,63,62
75,224,75,65,64
75,225,71,61,60
75,226,74,62,64
75,227,73,61,65
75,228,66,55,59
75,229,67,58,63
75,230,69,64,68
75,231,64,65,67
75,232,76,80,79
75,233,70,72,67
75,234,241,241,233
75,235,253,243,233
75,236,213,191,180
75,237,80,46,36
75,238,70,26,15
75,239,70,20,9
75,240,82,26,3
75,241,82,26,3
75,242,82,26,3
75,243,82,26,3
76,0,105,58,42
76,1,119,73,58
76,2,124,78,63
76,3,112,68,55
76,4,101,61,51
76,5,105,68,59
76,6,108,75,68
76,7,105,76,72
76,8,61,37,33
76,9,65,45,44
76,10,68,54,54
76,11,70,60,61
76,12,73,67,69
76,13,74,72,75
76,14,72,71,76
76,15,67,68,72
76,16,64,62,67
76,17,65,63,68
76,18,68,66,71
76,19,70,68,73
76,20,72,70,73
76,21,72,70,73
76,22,70,68,71
76,23,69,67,70
76,24,68,66,69
76,25,66,64,67
76,26,62,60,63
76,27,58,56,59
76,28,59,57,60
76,29,64,62,65
76,30,65,63,66
76,31,62,60,63
76,32,51,51,53
76,33,46,46,48
76,34,45,45,47
76,35,44,44,46
76,36,43,43,45
76,37,52,52,54
76,38,67,65,68
76,39,70,68,71
76,40,66,64,67
76,41,70,65,69
76,42,72,67,71
76,43,73,68,72
76,44,73,68,72
76,45,74,68,72
76,46,76,70,74
76,47,78,72,76
76,48,82,71,77
76,49,81,70,76
76,50,81,70,76
76,51,81,70,76
76,52,80,69,75
76,53,80,69,75
76,54,79,68,74
76,55,79,68,74
76,56,80,69,75
76,57,80,69,75
76,58,81,70,76
76,59,81,70,76
76,60,82,71,77
76,61,82,71,77
76,62,83,72,78
76,63,83,72,78
76,64,83,70,77
76,65,82,69,76
76,66,81,68,75
76,67,80,67,74
76,68,79,66,73
76,69,80,67,74
76,70,81,68,75
76,71,82,69,76
76,72,83,70,77
76,73,82,69,76
76,74,81,68,75
76,75,81,68,75
76,76,81,68,75
76,77,82,69,76
76,78,84,71,78
76,79,85,72,79
76,80,88,76,80
76,81,90,78,82
76,82,92,80,84
76,83,94,82,86
76,84,95,83,87
76,85,95,83,87
76,86,94,82,86
76,87,93,81,85
76,88,90,78,82
76,89,92,80,84
76,90,90,78,82
76,91,85,73,77
76,92,83,71,75
76,93,86,74,78
76,94,89,77,81
76,95,90,78,82
76,96,88,77,81
76,97,87,76,80
76,98,85,74,78
76,99,83,72,76
76,100,82,71,75
76,101,81,70,74
76,102,80,69,73
76,103,80,69,73
76,104,84,73,77
76,105,84,73,77
76,106,84,73,77
76,107,84,73,77
76,108,84,73,77
76,109,84,73,77
76,110,84,73,77
76,111,84,73,77
76,112,82,71,75
76,113,82,71,75
76,114,83,72,76
76,115,83,72,76
76,116,83,72,76
76,117,83,72,76
76,118,82,71,75
76,119,82,71,75
76,120,79,68,72
76,121,79,68,72
76,122,79,68,72
76,123,79,68,72
76,124,79,68,72
76,125,80,69,73
76,126,80,69,73
76,127,80,69,73
76,128,78,72,74
76,129,78,72,74
76,130,78,72,74
76,131,77,71,73
76,132,77,71,73
76,133,76,70,72
76,134,76,70,72
76,135,76,70,72
76,136,76,70,72
76,137,76,70,72
76,138,76,70,72
76,139,75,69,71
76,140,75,69,71
76,141,74,68,70
76,142,74,68,70
76,143,74,68,70
76,144,78,72,74
76,145,76,70,72
76,146,74,68,70
76,147,73,67,69
76,148,73,67,69
76,149,73,67,69
76,150,72,66,68
76,151,72,66,68
76,152,75,69,71
76,153,74,68,70
76,154,74,68,70
76,155,73,67,69
76,156,73,67,69
76,157,72,66,68
76,158,72,66,68
76,159,71,65,67
76,160,72,61,65
76,161,73,62,66
76,162,75,64,68
76,163,76,65,69
76,164,77,66,70
76,165,75,64,68
76,166,72,61,65
76,167,70,59,63
76,168,71,60,64
76,169,74,63,67
76,170,76,65,69
76,171,74,63,67
76,172,75,64,68
76,173,77,66,70
76,174,76,65,69
76,175,74,63,67
76,176,72,61,65
76,177,73,62,66
76,178,74,63,67
76,179,73,62,66
76,180,72,61,65
76,181,72,61,65
76,182,73,62,66
76,183,74,63,67
76,184,76,65,69
76,185,76,65,69
76,186,76,65,69
76,187,76,65,69
76,188,76,65,69
76,189,76,65,69
76,190,75,64,68
76,191,75,64,68
76,192,76,64,66
76,193,75,63,65
76,194,75,63,65
76,195,74,62,64
76,196,73,61,63
76,197,72,60,62
76,198,72,60,62
76,199,71,59,61
76,200,70,58,60
76,201,72,60,62
76,202,75,63,65
76,203,77,65,67
76,204,77,65,67
76,205,75,63,65
76,206,72,60,62
76,207,70,58,60
76,208,75,63,63
76,209,74,62,62
76,210,73,61,61
76,211,73,61,61
76,212,73,61,61
76,213,71,59,59
76,214,71,59,59
76,215,71,59,59
76,216,71,59,59
76,217,71,59,59
76,218,71,59,59
76,219,72,60,60
76,220,72,60,60
76,221,73,61,61
76,222,73,61,61
76,223,74,62,62
76,224,76,66,64
76,225,73,63,61
76,226,74,64,63
76,227,74,62,64
76,228,67,56,60
76,229,67,58,63
76,230,69,64,68
76,231,65,65,65
76,232,68,68,66
76,233,72,73,67
76,234,226,219,209
76,235,248,231,221
76,236,134,106,94
76,237,92,50,38
76,238,97,45,32
76,239,113,55,43
76,240,108,46,23
76,241,108,46,23
76,242,108,46,23
76,243,108,46,23
77,0,160,113,97
77,1,160,114,99
77,2,150,107,91
77,3,137,100,84
77,4,141,107,95
77,5,144,116,104
77,6,119,97,86
77,7,84,67,59
77,8,68,55,49
77,9,62,54,51
77,10,54,50,47
77,11,47,45,46
77,12,47,48,50
77,13,57,58,62
77,14,64,67,72
77,15,68,71,76
77,16,68,66,71
77,17,67,65,70
77,18,68,66,71
77,19,70,68,73
77,20,72,70,75
77,21,73,71,76
77,22,72,70,73
77,23,70,68,71
77,24,68,66,69
77,25,66,64,67
77,26,61,59,62
77,27,58,56,59
77,28,60,58,59
77,29,64,62,63
77,30,64,62,63
77,31,61,59,60
77,32,54,54,56
77,33,48,48,50
77,34,45,45,47
77,35,45,45,47
77,36,49,49,51
77,37,62,62,64
77,38,73,71,74
77,39,71,69,72
77,40,60,58,61
77,41,64,59,63
77,42,66,61,65
77,43,67,62,66
77,44,67,62,66
77,45,69,63,67
77,46,72,66,70
77,47,74,68,72
77,48,80,69,75
77,49,80,69,75
77,50,80,69,75
77,51,80,69,75
77,52,80,69,75
77,53,80,69,75
77,54,80,69,75
77,55,80,69,75
77,56,79,68,74
77,57,79,68,74
77,58,80,69,75
77,59,80,69,75
77,60,81,70,76
77,61,82,71,77
77,62,82,71,77
77,63,83,72,78
77,64,85,72,79
77,65,83,70,77
77,66,82,69,76
77,67,80,67,74
77,68,80,67,74
77,69,81,68,75
77,70,83,70,77
77,71,84,71,78
77,72,86,73,80
77,73,85,72,79
77,74,84,71,78
77,75,83,70,77
77,76,83,70,77
77,77,82,69,76
77,78,83,70,77
77,79,83,70,77
77,80,82,70,74
77,81,84,72,76
77,82,86,74,78
77,83,88,76,80
77,84,91,79,83
77,85,92,80,84
77,86,93,81,85
77,87,94,82,86
77,88,90,78,82
77,89,92,80,84
77,90,91,79,83
77,91,87,75,79
77,92,84,72,76
77,93,87,75,79
77,94,89,77,81
77,95,88,76,80
77,96,87,76,80
77,97,87,76,80
77,98,86,75,79
77,99,84,73,77
77,100,82,71,75
77,101,80,69,73
77,102,78,67,71
77,103,77,66,70
77,104,81,70,74
77,105,82,71,75
77,106,82,71,75
77,107,83,72,76
77,108,84,73,77
77,109,85,74,78
77,110,86,75,79
77,111,86,75,79
77,112,83,72,76
77,113,84,73,77
77,114,84,73,77
77,115,85,74,78
77,116,85,74,78
77,117,84,73,77
77,118,84,73,77
77,119,83,72,76
77,120,83,72,76
77,121,82,71,75
77,122,82,71,75
77,123,81,70,74
77,124,81,70,74
77,125,81,70,74
77,126,82,71,75
77,127,82,71,75
77,128,81,75,77
77,129,81,75,77
77,130,80,74,76
77,131,80,74,76
77,132,79,73,75
77,133,78,72,74
77,134,78,72,74
77,135,77,71,73
77,136,78,72,74
77,137,77,71,73
77,138,77,71,73
77,139,76,70,72
77,140,75,69,71
77,141,75,69,71
77,142,74,68,70
77,143,74,68,70
77,144,79,70,73
77,145,78,69,72
77,146,77,68,71
77,147,75,66,69
77,148,75,66,69
77,149,75,66,69
77,150,75,66,69
77,151,76,67,70
77,152,76,67,70
77,153,76,67,70
77,154,75,66,69
77,155,75,66,69
77,156,75,66,69
77,157,75,66,69
77,158,74,65,68
77,159,74,65,68
77,160,74,63,67
77,161,74,63,67
77,162,74,63,67
77,163,76,65,69
77,164,77,66,70
77,165,76,65,69
77,166,74,63,67
77,167,71,60,64
77,168,70,59,63
77,169,74,63,67
77,170,75,64,68
77,171,74,63,67
77,172,75,64,68
77,173,77,66,70
77,174,77,66,70
77,175,74,63,67
77,176,72,61,65
77,177,72,61,65
77,178,73,62,66
77,179,72,61,65
77,180,71,60,64
77,181,71,60,64
77,182,73,62,66
77,183,75,64,68
77,184,77,66,70
77,185,77,66,70
77,186,77,66,70
77,187,77,66,70
77,188,76,65,69
77,189,76,65,69
77,190,76,65,69
77,191,76,65,69
77,192,77,65,67
77,193,77,65,67
77,194,76,64,66
77,195,75,63,65
77,196,74,62,64
77,197,73,61,63
77,198,73,61,63
77,199,72,60,62
77,200,73,61,63
77,201,74,62,64
77,202,76,64,66
77,203,76,64,66
77,204,75,63,65
77,205,73,61,63
77,206,70,58,60
77,207,68,56,58
77,208,74,63,61
77,209,71,60,58
77,210,71,60,58
77,211,72,61,59
77,212,71,60,58
77,213,68,57,55
77,214,68,57,55
77,215,70,59,57
77,216,71,60,58
77,217,70,59,57
77,218,70,59,57
77,219,70,59,57
77,220,71,60,58
77,221,72,61,59
77,222,73,62,60
77,223,74,63,61
77,224,75,68,62
77,225,72,62,60
77,226,73,63,61
77,227,72,62,61
77,228,67,57,58
77,229,67,58,61
77,230,69,65,66
77,231,67,66,64
77,232,67,66,62
77,233,102,99,92
77,234,246,236,226
77,235,255,239,225
77,236,103,70,55
77,237,113,66,50
77,238,108,49,35
77,239,122,56,42
77,240,124,60,33
77,241,124,60,33
77,242,124,60,33
77,243,124,60,33
78,0,194,148,132
78,1,187,144,128
78,2,185,146,129
78,3,195,162,145
78,4,203,175,161
78,5,178,159,144
78,6,117,103,90
78,7,58,52,40
78,8,47,44,35
78,9,52,55,48
78,10,59,64,60
78,11,63,69,69
78,12,63,71,73
78,13,63,71,74
78,14,60,67,73
78,15,55,62,68
78,16,74,69,75
78,17,71,66,72
78,18,70,65,71
78,19,71,66,72
78,20,74,69,75
78,21,76,71,77
78,22,75,70,74
78,23,74,69,73
78,24,70,65,69
78,25,72,67,71
78,26,71,66,70
78,27,66,62,63
78,28,64,60,61
78,29,66,62,63
78,30,67,63,64
78,31,67,63,64
78,32,58,58,60
78,33,49,49,51
78,34,44,44,46
78,35,46,46,48
78,36,54,54,56
78,37,70,70,72
78,38,76,74,77
78,39,68,66,69
78,40,61,59,62
78,41,64,59,63
78,42,66,61,65
78,43,67,62,66
78,44,66,61,65
78,45,68,62,66
78,46,69,63,67
78,47,71,65,69
78,48,77,66,72
78,49,77,66,72
78,50,77,66,72
78,51,78,67,73
78,52,79,68,74
78,53,80,69,75
78,54,80,69,75
78,55,80,69,75
78,56,78,67,73
78,57,78,67,73
78,58,78,67,73
78,59,79,68,74
78,60,80,69,75
78,61,81,70,76
78,62,82,71,77
78,63,82,71,77
78,64,84,71,78
78,65,83,70,77
78,66,81,68,75
78,67,79,66,73
78,68,80,67,74
78,69,81,68,75
78,70,83,70,77
78,71,85,72,79
78,72,83,70,77
78,73,83,70,77
78,74,84,71,78
78,75,84,71,78
78,76,83,70,77
78,77,82,69,76
78,78,81,68,75
78,79,81,68,75
78,80,80,68,72
78,81,80,68,72
78,82,81,69,73
78,83,82,70,74
78,84,85,73,77
78,85,87,75,79
78,86,89,77,81
78,87,90,78,82
78,88,89,77,81
78,89,92,80,84
78,90,92,80,84
78,91,88,76,80
78,92,86,74,78
78,93,87,75,79
78,94,88,76,80
78,95,87,75,79
78,96,85,74,78
78,97,86,75,79
78,98,86,75,79
78,99,86,75,79
78,100,84,73,77
78,101,82,71,75
78,102,79,68,72
78,103,78,67,71
78,104,81,70,74
78,105,81,70,74
78,106,82,71,75
78,107,83,72,76
78,108,84,73,77
78,109,84,73,77
78,110,85,74,78
78,111,85,74,78
78,112,82,71,75
78,113,83,72,76
78,114,84,73,77
78,115,85,74,78
78,116,85,74,78
78,117,84,73,77
78,118,83,72,76
78,119,82,71,75
78,120,85,74,78
78,121,84,73,77
78,122,82,71,75
78,123,81,70,74
78,124,80,69,73
78,125,80,69,73
78,126,81,70,74
78,127,81,70,74
78,128,81,75,77
78,129,81,75,77
78,130,81,75,77
78,131,80,74,76
78,132,79,73,75
78,133,78,72,74
78,134,77,71,73
78,135,77,71,73
78,136,79,73,75
78,137,79,73,75
78,138,78,72,74
78,139,77,71,73
78,140,76,70,72
78,141,76,70,72
78,142,75,69,71
78,143,75,69,71
78,144,78,69,72
78,145,77,68,71
78,146,77,68,71
78,147,76,67,70
78,148,75,66,69
78,149,75,66,69
78,150,77,68,71
78,151,78,69,72
78,152,74,65,68
78,153,75,66,69
78,154,75,66,69
78,155,75,66,69
78,156,75,66,69
78,157,75,66,69
78,158,76,67,70
78,159,76,67,70
78,160,75,64,68
78,161,74,63,67
78,162,73,62,66
78,163,74,63,67
78,164,76,65,69
78,165,76,65,69
78,166,75,64,68
78,167,72,61,65
78,168,70,59,63
78,169,73,62,66
78,170,75,64,68
78,171,74,63,67
78,172,75,64,68
78,173,78,67,71
78,174,77,66,70
78,175,75,64,68
78,176,72,61,65
78,177,72,61,65
78,178,73,62,66
78,179,72,61,65
78,180,71,60,64
78,181,72,61,65
78,182,74,63,67
78,183,76,65,69
78,184,77,66,70
78,185,76,65,69
78,186,76,65,69
78,187,76,65,69
78,188,75,64,68
78,189,75,64,68
78,190,74,63,67
78,191,74,63,67
78,192,77,65,67
78,193,76,64,66
78,194,76,64,66
78,195,75,63,65
78,196,74,62,64
78,197,74,62,64
78,198,73,61,63
78,199,73,61,63
78,200,75,63,65
78,201,76,64,66
78,202,77,65,67
78,203,77,65,67
78,204,76,64,66
78,205,74,62,64
78,206,72,60,62
78,207,70,58,60
78,208,74,63,61
78,209,70,59,57
78,210,70,59,57
78,211,72,61,59
78,212,71,60,58
78,213,67,56,54
78,214,67,56,54
78,215,70,59,57
78,216,71,60,58
78,217,71,60,58
78,218,70,59,57
78,219,70,59,57
78,220,71,60,58
78,221,73,62,60
78,222,75,64,62
78,223,76,65,63
78,224,73,66,60
78,225,70,63,57
78,226,72,62,60
78,227,71,61,60
78,228,66,56,57
78,229,67,58,59
78,230,70,64,64
78,231,69,65,64
78,232,53,50,45
78,233,119,115,106
78,234,255,248,236
78,235,233,210,196
78,236,100,63,47
78,237,127,74,58
78,238,115,52,35
78,239,124,52,37
78,240,124,57,30
78,241,124,57,30
78,242,124,57,30
78,243,124,57,30
79,0,128,82,66
79,1,128,85,69
79,2,129,92,74
79,3,124,92,77
79,4,102,79,63
79,5,74,58,43
79,6,58,51,35
79,7,57,55,42
79,8,49,52,41
79,9,50,57,49
79,10,48,59,53
79,11,47,57,56
79,12,49,59,60
79,13,54,64,66
79,14,58,67,72
79,15,59,68,75
79,16,76,71,77
79,17,73,68,74
79,18,70,65,71
79,19,70,65,71
79,20,73,68,74
79,21,76,71,77
79,22,77,72,76
79,23,76,71,75
79,24,72,67,71
79,25,79,74,78
79,26,81,76,80
79,27,75,71,72
79,28,67,63,64
79,29,67,63,64
79,30,71,67,68
79,31,74,70,71
79,32,61,61,63
79,33,50,50,52
79,34,44,44,46
79,35,45,45,47
79,36,55,55,57
79,37,70,70,72
79,38,73,71,74
79,39,61,59,62
79,40,67,65,68
79,41,70,65,69
79,42,71,66,70
79,43,70,65,69
79,44,69,64,68
79,45,70,64,68
79,46,71,65,69
79,47,72,66,70
79,48,74,63,69
79,49,74,63,69
79,50,75,64,70
79,51,76,65,71
79,52,77,66,72
79,53,78,67,73
79,54,79,68,74
79,55,80,69,75
79,56,77,66,72
79,57,77,66,72
79,58,78,67,73
79,59,79,68,74
79,60,80,69,75
79,61,81,70,76
79,62,81,70,76
79,63,82,71,77
79,64,83,70,77
79,65,82,69,76
79,66,80,67,74
79,67,78,65,72
79,68,79,66,73
79,69,81,68,75
79,70,84,71,78
79,71,85,72,79
79,72,77,64,71
79,73,78,65,72
79,74,80,67,74
79,75,81,68,75
79,76,81,68,75
79,77,80,67,74
79,78,78,65,72
79,79,77,64,71
79,80,79,67,71
79,81,79,67,71
79,82,78,66,70
79,83,79,67,71
79,84,80,68,72
79,85,82,70,74
79,86,85,73,77
79,87,86,74,78
79,88,88,76,80
79,89,92,80,84
79,90,92,80,84
79,91,89,77,81
79,92,87,75,79
79,93,87,75,79
79,94,87,75,79
79,95,85,73,77
79,96,83,72,76
79,97,84,73,77
79,98,86,75,79
79,99,88,77,81
79,100,87,76,80
79,101,85,74,78
79,102,82,71,75
79,103,80,69,73
79,104,81,70,74
79,105,82,71,75
79,106,82,71,75
79,107,82,71,75
79,108,83,72,76
79,109,83,72,76
79,110,83,72,76
79,111,83,72,76
79,112,81,70,74
79,113,82,71,75
79,114,83,72,76
79,115,84,73,77
79,116,84,73,77
79,117,83,72,76
79,118,82,71,75
79,119,81,70,74
79,120,85,74,78
79,121,84,73,77
79,122,82,71,75
79,123,80,69,73
79,124,79,68,72
79,125,79,68,72
79,126,79,68,72
79,127,80,69,73
79,128,81,75,77
79,129,80,74,76
79,130,80,74,76
79,131,79,73,75
79,132,78,72,74
79,133,77,71,73
79,134,76,70,72
79,135,76,70,72
79,136,80,74,76
79,137,80,74,76
79,138,79,73,75
79,139,79,73,75
79,140,77,71,73
79,141,77,71,73
79,142,76,70,72
79,143,76,70,72
79,144,77,68,71
79,145,77,68,71
79,146,77,68,71
79,147,76,67,70
79,148,76,67,70
79,149,76,67,70
79,150,78,69,72
79,151,80,71,74
79,152,74,65,68
79,153,74,65,68
79,154,75,66,69
79,155,75,66,69
79,156,76,67,70
79,157,76,67,70
79,158,77,68,71
79,159,77,68,71
79,160,76,65,69
79,161,73,62,66
79,162,71,60,64
79,163,72,61,65
79,164,75,64,68
79,165,76,65,69
79,166,75,64,68
79,167,73,62,66
79,168,70,59,63
79,169,74,63,67
79,170,75,64,68
79,171,75,64,68
79,172,76,65,69
79,173,78,67,71
79,174,78,67,71
79,175,75,64,68
79,176,72,61,65
79,177,73,62,66
79,178,73,62,66
79,179,72,61,65
79,180,71,60,64
79,181,72,61,65
79,182,75,64,68
79,183,77,66,70
79,184,76,65,69
79,185,75,64,68
79,186,75,64,68
79,187,75,64,68
79,188,74,63,67
79,189,73,62,66
79,190,73,62,66
79,191,73,62,66
79,192,78,63,66
79,193,78,63,66
79,194,77,62,65
79,195,77,62,65
79,196,76,61,64
79,197,76,61,64
79,198,75,60,63
79,199,75,60,63
79,200,78,63,66
79,201,79,64,67
79,202,79,64,67
79,203,79,64,67
